,author,avgRating,bookid,genre1,genre2,isbn,lang,name,rating1,rating2,rating3,rating4,rating5,rating_count,url
1766,Margaret Mitchell,4.28,18405,Classics,Historical,9.78045E+12,English,Gone with the Wind,21025,34676,120963,245256,521115,943035,https://www.goodreads.com/book/show/18405.Gone_with_the_Wind
1767,Joseph Epstein,3.34,87519,Nonfiction,Writing,9.78062E+12,English,Snobbery: The American Version,26,83,216,167,81,573,https://www.goodreads.com/book/show/87519.Snobbery
1768,John Gardner,4,32533,Language,Nonfiction,9.78068E+12,English,The Art of Fiction: Notes on Craft for Young Writers,73,227,1049,1746,1732,4827,https://www.goodreads.com/book/show/32533.The_Art_of_Fiction
1769,Nathaniel Hawthorne,3.38,12296,Classics,Fiction,9.78014E+12,English,The Scarlet Letter,36520,84127,192372,174541,103054,590614,https://www.goodreads.com/book/show/12296.The_Scarlet_Letter
1770,Beverly Cleary,3.98,91244,,,9.78019E+12,,Beezus and Ramona (Ramona Quimby #1),1682,3941,19295,28645,30309,83872,https://www.goodreads.com/book/show/91244.Beezus_and_Ramona
1771,Elizabeth Gilbert,3.52,19501,Nonfiction,Autobiography,9.78014E+12,English,"Eat, Pray, Love",103698,155115,324481,350497,335974,1269765,https://www.goodreads.com/book/show/19501.Eat_Pray_Love
1772,Marcia Sherrill,3,1682706,,,9.78158E+12,English,Stylemakers: Inside Fashion,,,,,,4,https://www.goodreads.com/book/show/1682706.Stylemakers
1773,Leah McLaren,2.73,659394,Fiction,Womens Fiction,9.78045E+12,English,The Continuity Girl,39,115,166,54,16,390,https://www.goodreads.com/book/show/659394.The_Continuity_Girl
1774,Alexander McCall Smith,3.76,7061,Mystery,Fiction,9.7814E+12,English,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),6656,15438,51661,70160,54983,198898,https://www.goodreads.com/book/show/7061.The_No_1_Ladies_Detective_Agency
1775,Chinua Achebe,3.62,147791,Fiction,Classics,9.78068E+12,English,Things Fall Apart (The African Trilogy #1),9906,23201,62980,80240,52495,228822,https://www.goodreads.com/book/show/147791.Things_Fall_Apart
1776,Richard Cheek,4.02,831845,Nonfiction,Travel,9.78094E+12,English,Newport Mansions: The Gilded Age,1,1,10,24,16,52,https://www.goodreads.com/book/show/831845.Newport_Mansions
1777,Sharon Olds,4.2,162899,Poetry,Favorites,9.78044E+12,,The Father,11,35,116,274,379,815,https://www.goodreads.com/book/show/162899.The_Father
1778,John Irving,4.23,4473,Fiction,Classics,9.78055E+12,English,A Prayer for Owen Meany,4827,10067,34801,79035,127165,255895,https://www.goodreads.com/book/show/4473.A_Prayer_for_Owen_Meany
1779,Judy Blume,3.98,37740,Fiction,Childrens,9.78043E+12,English,Superfudge (Fudge #3),706,2398,13718,18963,19611,55396,https://www.goodreads.com/book/show/37740.Superfudge
1780,Thomas Cathcart,3.6,6393891,Philosophy,Nonfiction,9.78067E+12,English,"Heidegger and a Hippo Walk Through Those Pearly Gates: Using Philosophy (and Jokes!) to Explore Life, Death, the Afterlife, and Everything in Between",39,181,621,644,357,1842,https://www.goodreads.com/book/show/6393891-heidegger-and-a-hippo-walk-through-those-pearly-gates
1781,Alice Walker,4.18,11486,Classics,Fiction,9.78067E+12,English,The Color Purple,6484,14969,64910,148256,189217,423836,https://www.goodreads.com/book/show/11486.The_Color_Purple
1782,Candace Bushnell,3.39,7455,Womens Fiction,Fiction,9.78045E+12,,Sex and the City,4324,7286,11734,9587,11927,44858,https://www.goodreads.com/book/show/7455.Sex_and_the_City
1783,Paulina Porizkova,3.34,174670,Fiction,Womens Fiction,9.7814E+12,English,A Model Summer,25,118,241,212,96,692,https://www.goodreads.com/book/show/174670.A_Model_Summer
1784,Ian Fleming,3.63,3763,Fiction,Thriller,9.78014E+12,English,Live and Let Die (James Bond (Original Series) #2),242,1441,6720,7267,3267,18937,https://www.goodreads.com/book/show/3763.Live_and_Let_Die
1785,Annabel Thomas,4.5,179327,,,9.78075E+12,English,Ballet,,,,,,4,https://www.goodreads.com/book/show/179327.Ballet
1786,D.H. Lawrence,3.49,70944,Classics,Fiction,9.78184E+12,English,Lady Chatterley's Lover,3043,9856,27483,26033,15010,81425,https://www.goodreads.com/book/show/70944.Lady_Chatterley_s_Lover
1787,A.A. Milne,4.36,776407,Childrens,Fiction,9.78053E+12,English,The House at Pooh Corner (Winnie-the-Pooh #2),700,1466,9468,20810,40548,72992,https://www.goodreads.com/book/show/776407.The_House_at_Pooh_Corner
1788,Penelope Lively,3.46,202878,Fiction,Short Stories,9.78014E+12,English,Making it Up,35,52,182,203,88,560,https://www.goodreads.com/book/show/202878.Making_it_Up
1789,Kaye Gibbons,3.76,5177,Fiction,American,9.78078E+12,English,Ellen Foster,477,1824,7210,9753,6171,25435,https://www.goodreads.com/book/show/5177.Ellen_Foster
1790,Jonathan Franzen,3.73,7905092,Fiction,Contemporary,9.78037E+12,English,Freedom,6278,12043,30519,49827,37205,135872,https://www.goodreads.com/book/show/7905092-freedom
1791,Ian Fleming,3.81,3759,Fiction,Thriller,9.78014E+12,English,Goldfinger (James Bond (Original Series) #7),161,861,4799,6601,3875,16297,https://www.goodreads.com/book/show/3759.Goldfinger
1792,Stephenie Meyer,3.58,41865,Young Adult,Fantasy,9.78032E+12,English,Twilight (Twilight  #1),478613,460969,840028,925336,1439107,4144053,https://www.goodreads.com/book/show/41865.Twilight
1793,Diane Johnson,2.87,369780,Fiction,Womens Fiction,9.78045E+12,English,Le Divorce,420,1030,1546,821,260,4077,https://www.goodreads.com/book/show/369780.Le_Divorce
1794,Paul Theroux,3.81,130520,Fiction,Travel,9.78062E+12,English,The Mosquito Coast,148,503,2090,3422,2015,8178,https://www.goodreads.com/book/show/130520.The_Mosquito_Coast
1795,Carlos Ruiz Zafón,4.25,1232,Fiction,Historical,9.78014E+12,English,The Shadow of the Wind (El cementerio de los libros olvidados #1),5125,12574,45227,109736,172276,344938,https://www.goodreads.com/book/show/1232.The_Shadow_of_the_Wind
1796,Carley Roney,3.7,1332474,,,9.78031E+12,English,The Nest Home Design Handbook,8,37,110,133,94,382,https://www.goodreads.com/book/show/1332474.The_Nest_Home_Design_Handbook
1797,Natalie Babbitt,3.86,84981,Fantasy,Young Adult,9.78037E+12,English,Tuck Everlasting,3981,12890,48878,67228,59601,192578,https://www.goodreads.com/book/show/84981.Tuck_Everlasting
1798,Wenlan Chia,3.2,235902,Crafts,Art,9.78031E+12,English,Twinkle's Big City Knits: 31 Chunky-Chic Designs,15,28,60,40,26,169,https://www.goodreads.com/book/show/235902.Twinkle_s_Big_City_Knits
1799,D.H. Lawrence,3.62,32071,Classics,Fiction,9.78038E+12,English,Sons and Lovers,1500,3985,12075,14151,8953,40664,https://www.goodreads.com/book/show/32071.Sons_and_Lovers
1800,E.M. Delafield,3.97,249823,Humor,Historical,9.78185E+12,English,Diary of a Provincial Lady (The Provincial Lady #1),58,188,756,1326,1187,3515,https://www.goodreads.com/book/show/249823.Diary_of_a_Provincial_Lady
1801,Rumer Godden,3.87,992612,Fiction,Cultural,9.78067E+12,English,The Battle of the Villa Fiorita,7,23,110,181,121,442,https://www.goodreads.com/book/show/992612.The_Battle_of_the_Villa_Fiorita
1802,Beverly Cleary,4.02,91247,,,9.78019E+12,English,Ramona and Her Father (Ramona Quimby #4),385,935,5562,8543,9105,24530,https://www.goodreads.com/book/show/91247.Ramona_and_Her_Father
1803,Rumer Godden,3.89,80978,Young Adult,Cultural,9.78033E+12,English,The Peacock Spring,5,18,129,211,128,491,https://www.goodreads.com/book/show/80978.The_Peacock_Spring
1804,Rumer Godden,4.07,1159696,,,9.78033E+12,English,Listen To The Nightingale (Madame Holbein's #2),0,1,32,46,43,122,https://www.goodreads.com/book/show/1159696.Listen_To_The_Nightingale
1805,Rebecca Wells,3.8,882278,Fiction,Womens Fiction,9.78033E+12,English,Divine Secrets Of The Ya Ya Sisterhood (Ya Yas #1),16085,35850,122577,162441,145053,482006,https://www.goodreads.com/book/show/882278.Divine_Secrets_Of_The_Ya_Ya_Sisterhood
1806,Michael Ondaatje,3.88,11713,Historical,Fiction,9.78077E+12,English,The English Patient,2939,7039,20609,33731,31700,96018,https://www.goodreads.com/book/show/11713.The_English_Patient
1807,Beverly Cleary,4.01,149477,,,9.78038E+12,English,Henry and Beezus (Henry Huggins #2),89,264,2196,2903,3079,8531,https://www.goodreads.com/book/show/149477.Henry_and_Beezus
1808,Gladys Malvern,3.75,2443573,,,,,"Gloria, Ballet Dancer",0,2,2,5,3,12,https://www.goodreads.com/book/show/2443573.Gloria_Ballet_Dancer
1809,Melissa Bank,3.3,33926,Womens Fiction,Fiction,9.78014E+12,English,The Girls' Guide to Hunting and Fishing,11408,17366,38855,33463,21919,123011,https://www.goodreads.com/book/show/33926.The_Girls_Guide_to_Hunting_and_Fishing
1810,Charlotte Brontë,4.11,11015,Favorites,Romance,9.78049E+12,English,Jane Eyre,36037,66016,218991,416061,599844,1336949,https://www.goodreads.com/book/show/11015.Jane_Eyre
1811,Adrienne Sharp,3.4,31138,Fiction,Favorites,9.78157E+12,English,First Love,10,28,67,54,36,195,https://www.goodreads.com/book/show/31138.First_Love
1812,Beverly Cleary,4.05,78039,,,9.78019E+12,,Ramona the Pest (Ramona Quimby #2),811,2231,12352,18751,21930,56075,https://www.goodreads.com/book/show/78039.Ramona_the_Pest
1813,Gail Abbott,3.3,2944874,,,9.78191E+12,English,Living with Light: Decorating the Scandinavian Way,0,2,12,9,0,23,https://www.goodreads.com/book/show/2944874-living-with-light
1814,Princess Michael of Kent,3.67,225219,History,Nonfiction,9.78074E+12,English,Crowned in a Far Country: Portraits of Eight Royal Brides,2,10,42,30,30,114,https://www.goodreads.com/book/show/225219.Crowned_in_a_Far_Country
1815,John Steinbeck,3.93,4395,Classics,Fiction,9.78014E+12,English,The Grapes of Wrath,24910,42570,109584,185310,230546,592920,https://www.goodreads.com/book/show/4395.The_Grapes_of_Wrath
1816,Betty Cavanna,3.46,2070566,,,9.78066E+12,English,Ballet Fever,0,0,8,4,1,13,https://www.goodreads.com/book/show/2070566.Ballet_Fever
1817,Laura Fraser,3.64,673365,Travel,Autobiography,9.78038E+12,English,An Italian Affair,57,183,626,671,455,1992,https://www.goodreads.com/book/show/673365.An_Italian_Affair
1818,Judy Blume,3.95,80670,,,9.78014E+12,English,Otherwise Known as Sheila the Great (Fudge #2),395,1615,9221,11713,11743,34687,https://www.goodreads.com/book/show/80670.Otherwise_Known_as_Sheila_the_Great
1819,Scotty McLennan,3.75,179059,Religion,Nonfiction,9.78076E+12,,Finding Your Religion: When the Faith You Grew Up With Has Lost Its Meaning,4,9,44,48,38,143,https://www.goodreads.com/book/show/179059.Finding_Your_Religion
1820,Frank McCourt,4.08,4916,Nonfiction,Favorites,9.78001E+12,English,Angela's Ashes (Frank McCourt #1),8404,19402,77482,165281,178600,449169,https://www.goodreads.com/book/show/4916.Angela_s_Ashes
1821,Walter Scott,3.75,6440,Fiction,Historical,9.78014E+12,English,Ivanhoe (Waverley Novels #5),1877,5966,21267,25986,19916,75012,https://www.goodreads.com/book/show/6440.Ivanhoe
1822,Barry Paris,4.04,168564,Biography,Nonfiction,9.78043E+12,English,Audrey Hepburn,10,36,293,491,451,1281,https://www.goodreads.com/book/show/168564.Audrey_Hepburn
1823,Louis Sachar,3.87,15782,Childrens,Fiction,9.78075E+12,English,Sideways Arithmetic from Wayside School (Wayside School #2.5),95,274,995,1103,1325,3792,https://www.goodreads.com/book/show/15782.Sideways_Arithmetic_from_Wayside_School
1824,Elizabeth Gilbert,3.37,23204,Fiction,Romance,9.78062E+12,English,Stern Men,206,614,1548,1477,606,4451,https://www.goodreads.com/book/show/23204.Stern_Men
1825,Suzanne Collins,4.34,2767052,Young Adult,Fiction,9.78044E+12,English,The Hunger Games (The Hunger Games #1),73453,139827,609835,1594471,2889468,5307054,https://www.goodreads.com/book/show/2767052-the-hunger-games
1826,Suzanne Farrell,4.09,37651,Nonfiction,Biography,9.78081E+12,English,Holding On to the Air,5,18,99,201,195,518,https://www.goodreads.com/book/show/37651.Holding_On_to_the_Air
1827,Beverly Cleary,4.1,91248,,,9.78019E+12,English,Ramona the Brave (Ramona Quimby #3),771,1714,9763,15825,20329,48402,https://www.goodreads.com/book/show/91248.Ramona_the_Brave
1828,Jean M. Auel,3.99,644740,Historical,Fiction,9.78052E+12,English,The Valley of Horses (Earth's Children #2),752,3303,14218,23239,22140,63652,https://www.goodreads.com/book/show/644740.The_Valley_of_Horses
1829,Noel Streatfeild,3.81,3780,Childrens,Fiction,9.78001E+12,English,Ballet Shoes for Anna,10,63,213,254,221,761,https://www.goodreads.com/book/show/3780.Ballet_Shoes_for_Anna
1830,Agatha Christie,3.81,639787,Mystery,Mystery,9.78043E+12,English,The Murder on the Links (Hercule Poirot #2),157,1229,8731,11198,6335,27650,https://www.goodreads.com/book/show/639787.The_Murder_on_the_Links
1831,Audrey Niffenegger,3.95,14050,Fiction,Romance,9.78097E+12,English,The Time Traveler's Wife,46116,88627,268881,447734,521489,1372847,https://www.goodreads.com/book/show/14050.The_Time_Traveler_s_Wife
1832,Neil Gaiman,4.18,14497,Fantasy,Fiction,9.78006E+12,English,"Neverwhere (London Below,  The World of Neverwhere)",3570,10665,51561,124334,141966,332096,https://www.goodreads.com/book/show/14497.Neverwhere
1833,Harriet Welty Rochefort,3.37,7598648,Cultural,Nonfiction,9.78031E+12,English,French Toast: An American in Paris Celebrates the Maddening Mysteries of the French,19,65,189,151,68,492,https://www.goodreads.com/book/show/7598648-french-toast
1834,Kelley Moore,3.4,352156,,,9.78159E+12,English,Cube Chic,1,8,14,13,7,43,https://www.goodreads.com/book/show/352156.Cube_Chic
1835,Candace Bushnell,3.39,6614,Womens Fiction,Fiction,9.78079E+12,English,Lipstick Jungle,2235,5434,12685,10247,7305,37906,https://www.goodreads.com/book/show/6614.Lipstick_Jungle
1836,Wilbur Smith,4.24,37609,Historical,Fiction,9.78031E+12,English,Monsoon (Courtney #10),42,197,1247,3084,3797,8367,https://www.goodreads.com/book/show/37609.Monsoon
1837,Larry Sandomir,3.33,2183837,Fiction,Cultural,9.78081E+12,English,Isadora Duncan: Revolutionary Dancer,,,,,,3,https://www.goodreads.com/book/show/2183837.Isadora_Duncan
1838,Daniel Defoe,3.66,2932,Classics,Fiction,9.78038E+12,English,Robinson Crusoe (Robinson Crusoe #1),6864,19245,61678,71332,49964,209083,https://www.goodreads.com/book/show/2932.Robinson_Crusoe
1839,Sandra Mackey,3.76,4956953,History,Nonfiction,9.78039E+12,English,Lebanon:  Death of a Nation,1,8,44,52,30,135,https://www.goodreads.com/book/show/4956953-lebanon
1840,Elissa Stein,3.81,1217526,,,9.78081E+12,English,Stewardess: Come Fly with Me!,0,2,7,5,7,21,https://www.goodreads.com/book/show/1217526.Stewardess
1841,Michael Cunningham,3.92,2131,Fiction,Historical,9.78184E+12,English,The Hours,2642,7149,24498,40111,37716,112116,https://www.goodreads.com/book/show/2131.The_Hours
1842,Marie Phillips,3.38,1159679,Fiction,Fantasy,9.78032E+12,English,Gods Behaving Badly,513,1649,4383,4038,1674,12257,https://www.goodreads.com/book/show/1159679.Gods_Behaving_Badly
1843,Victor Seroff,3.28,2290289,Biography,History,,English,The Real Isadora,1,1,8,8,0,18,https://www.goodreads.com/book/show/2290289.The_Real_Isadora
1844,Robert Gottlieb,3.71,9220,,,9.78006E+12,English,George Balanchine: The Ballet Maker,0,7,35,48,18,108,https://www.goodreads.com/book/show/9220.George_Balanchine
1845,Toby Young,3.29,55876,Nonfiction,Autobiography,9.78031E+12,English,How to Lose Friends and Alienate People,260,793,1665,1293,690,4701,https://www.goodreads.com/book/show/55876.How_to_Lose_Friends_and_Alienate_People
1846,Aimee Bender,3.88,7850,Magical Realism,Fantasy,9.78039E+12,English,The Girl in the Flammable Skirt,146,503,1438,2407,2104,6598,https://www.goodreads.com/book/show/7850.The_Girl_in_the_Flammable_Skirt
1847,Faith Heller Willinger,3.55,563474,Food and Drink,European Literature,9.78031E+12,English,Adventures of an Italian Food Lover: With Recipes from 254 of My Very Best Friends,1,2,3,0,5,11,https://www.goodreads.com/book/show/563474.Adventures_of_an_Italian_Food_Lover
1848,François Baudot,3.8,1109407,Nonfiction,Design,9.78276E+12,English,Poiret,0,0,4,4,2,10,https://www.goodreads.com/book/show/1109407.Poiret
1849,Olive Ann Burns,4,91605,Fiction,Historical,9.7816E+12,,Cold Sassy Tree (Audiofy Digital Audiobook Chips),1484,4129,19088,32873,31592,89166,https://www.goodreads.com/book/show/91605.Cold_Sassy_Tree
1850,Rosalind Miles,3.57,56351,Historical,Fantasy,9.78061E+12,English,"Guenevere, Queen of the Summer Country (Guenevere #1)",168,383,1080,1149,818,3598,https://www.goodreads.com/book/show/56351.Guenevere_Queen_of_the_Summer_Country
1851,Renée Fleming,4.18,48398,Music,Biography,9.78067E+12,English,The Inner Voice: The Making of a Singer,2,22,150,326,354,854,https://www.goodreads.com/book/show/48398.The_Inner_Voice
1852,John le Carré,4.07,19494,Fiction,Thriller,,English,The Spy Who Came In from the Cold (George Smiley),364,1867,9831,22103,18306,52471,https://www.goodreads.com/book/show/19494.The_Spy_Who_Came_In_from_the_Cold
1853,Oliver Herwig,3.83,486167,,,9.78379E+12,English,Dream Worlds: Architecture and Entertainment,0,0,3,1,2,6,https://www.goodreads.com/book/show/486167.Dream_Worlds
1854,Roald Dahl,4.11,44521,Short Stories,Fiction,9.78014E+12,English,Kiss Kiss,38,179,1092,2569,2236,6114,https://www.goodreads.com/book/show/44521.Kiss_Kiss
1855,Colin Channer,3.26,546479,,,9.78193E+12,English,The Girl with The Golden Shoes,8,24,53,27,24,136,https://www.goodreads.com/book/show/546479.The_Girl_with_The_Golden_Shoes
1856,Anaïs Nin,4.11,46064,Autobiography,Biography,9.78016E+12,,"The Diary of Anaïs Nin, Vol. 1: 1931-1934 (The Diary of Anaïs Nin #1)",61,199,989,1964,2145,5358,https://www.goodreads.com/book/show/46064.The_Diary_of_Ana_s_Nin_Vol_1
1857,Judy Blume,3.89,37732,Young Adult,Fiction,9.78069E+12,English,"Are You There God? It's Me, Margaret",3689,10275,41616,57071,55197,167848,https://www.goodreads.com/book/show/37732.Are_You_There_God_It_s_Me_Margaret
1858,Stephen King,3.86,11587,Horror,Fiction,9.78045E+12,English,Firestarter,1763,9457,44686,54917,46775,157598,https://www.goodreads.com/book/show/11587.Firestarter
1859,Beatrix Potter,4.36,19330,Classics,Childrens,9.78072E+12,,The Complete Tales,531,1394,8030,15925,33968,59848,https://www.goodreads.com/book/show/19330.The_Complete_Tales
1860,Haruki Murakami,4.17,11275,Fiction,Magical Realism,9.78097E+12,English,The Wind-Up Bird Chronicle (ねじまき鳥クロニクル #1-3),2169,6658,25567,62437,75038,171869,https://www.goodreads.com/book/show/11275.The_Wind_Up_Bird_Chronicle
1861,Lewis Carroll,4.07,24213,Classics,Fantasy,9.78045E+12,English,Alice's Adventures in Wonderland & Through the Looking-Glass (Alice's Adventures in Wonderland #1-2),5572,18288,81036,135815,161333,402044,https://www.goodreads.com/book/show/24213.Alice_s_Adventures_in_Wonderland_Through_the_Looking_Glass
1862,Alexander Meinertz,4.5,2510022,,,9.78185E+12,English,Vera Volkova: A Biography,0,0,1,2,5,8,https://www.goodreads.com/book/show/2510022.Vera_Volkova
